epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.07414,0.67842,5.72198,0.92922,0.00056,0.95238,0.71259,0.56406,0.12726,99.6544,0.2004,0.0002,0.0002,0.0002
2,9.91121,0.63072,3.15961,0.85682,0.00056,0.95238,0.31017,0.21272,0.11769,99.6454,0.20258,0.000415842,0.000415842,0.000415842
3,12.9756,0.70556,2.55955,0.8751,0.00056,0.95238,0.00778,0.00271,0.1412,99.6453,0.21025,0.000627328,0.000627328,0.000627328
4,15.972,0.69181,2.7449,0.84901,0.00056,0.95238,0.82087,0.71465,0.16209,96.4393,0.21702,0.000834458,0.000834458,0.000834458
5,19.0172,0.7211,2.21744,0.85882,0.99169,0.95238,0.95501,0.83285,0.15452,84.5636,0.22137,0.00103723,0.00103723,0.00103723
6,21.9936,0.67664,2.17897,0.88424,1,0.84555,0.95501,0.81571,0.15102,73.5098,0.20944,0.00123565,0.00123565,0.00123565
7,25.1084,0.60592,1.85142,0.86365,1,0.81459,0.95501,0.81121,0.16464,72.124,0.2181,0.00142971,0.00142971,0.00142971
8,28.112,0.72536,2.0052,0.87563,0.98942,0.95238,0.95501,0.80127,0.19619,53.6132,0.22569,0.00161942,0.00161942,0.00161942
9,30.9758,0.76583,1.88967,0.90056,0.99148,0.95238,0.95503,0.75441,0.20275,40.2224,0.25456,0.00180477,0.00180477,0.00180477
10,33.9301,0.80912,1.6625,0.93017,0.99302,0.95238,0.95501,0.76993,0.22335,23.4105,0.25306,0.0018218,0.0018218,0.0018218
11,36.8318,0.74918,1.6321,0.93286,1,0.94774,0.95501,0.82902,0.1681,37.6591,0.23791,0.001802,0.001802,0.001802
12,39.9413,0.71416,1.49504,0.91068,0.99319,0.95238,0.95501,0.76819,0.17991,51.0578,0.2269,0.0017822,0.0017822,0.0017822
13,43.1828,0.65851,1.35253,0.88771,0.90649,0.92378,0.94547,0.81752,0.16534,55.7059,0.22691,0.0017624,0.0017624,0.0017624
14,46.1819,0.63718,1.42595,0.83717,0.99565,0.95238,0.95504,0.80134,0.17835,25.8188,0.21891,0.0017426,0.0017426,0.0017426
15,49.0812,0.73548,1.16753,0.91576,0.99341,0.95238,0.95503,0.79444,0.18166,33.3997,0.22827,0.0017228,0.0017228,0.0017228
16,52.0371,0.62666,1.11785,0.88309,0.99639,0.95238,0.95501,0.79726,0.17289,26.0498,0.22413,0.001703,0.001703,0.001703
17,54.97,0.60527,1.14559,0.86254,0.99537,0.95238,0.95501,0.81612,0.16737,25.0307,0.22286,0.0016832,0.0016832,0.0016832
18,58.041,0.64462,0.97813,0.90412,0.9958,0.95238,0.95517,0.75925,0.17126,29.0559,0.22944,0.0016634,0.0016634,0.0016634
19,60.9611,0.62588,1.0443,0.88882,0.99604,0.95238,0.95501,0.81749,0.17487,34.3389,0.2224,0.0016436,0.0016436,0.0016436
20,64.0142,0.61891,0.92565,0.90456,0.99633,0.95238,0.95501,0.83731,0.14198,38.6945,0.21832,0.0016238,0.0016238,0.0016238
